dex,name,types,englishCategory,habitat,englishDex,hp,attack,defense,spAttack,spDefense,speed,sourceAbilities,evolution,sourceInspiration,artOrigin,referenceStatus,editableFolder,frontSprite,backSprite,icon,normalPalette,shinyPalette,productionProfile
184,Palmito,grass/fighting,Palm,Arauna Atlantic Forest,"Palmito, the Palm POKéMON, inhabits Arauna Atlantic Forest. Its Grass/Fighting nature reflects Brazil's wildlife and legends.",77,73,74,75,72,78,Espessura | Colheita,,Palmeira-jussara,reference-front-plus-reconstructed-back,available,184_palmito,184_palmito/anim_front.png,184_palmito/back.png,184_palmito/icon.png,184_palmito/normal.pal,184_palmito/shiny.pal,184_palmito/candidate_profile.json
185,Babaçu,grass/ground,Palm,Arauna Caatinga,"Found in Arauna Caatinga, Babaçu is known as the Palm POKéMON. It carries a distinct Grass/Ground affinity.",70,80,71,75,72,78,Espessura | Colheita,,Palmeira-babaçu,reference-front-plus-reconstructed-back,available,185_babacu,185_babacu/anim_front.png,185_babacu/back.png,185_babacu/icon.png,185_babacu/normal.pal,185_babacu/shiny.pal,185_babacu/candidate_profile.json
186,Buriti,grass/water,Palm,Arauna Cerrado,"Buriti lives in Arauna Cerrado. This Grass/Water POKéMON embodies a part of Brazil's nature, folklore, or culture.",74,76,73,75,72,78,Espessura | Colheita,,Palmeira-buriti,reference-front-plus-reconstructed-back,available,186_buriti,186_buriti/anim_front.png,186_buriti/back.png,186_buriti/icon.png,186_buriti/normal.pal,186_buriti/shiny.pal,186_buriti/candidate_profile.json
187,Cajuzim,grass,Fruit,Arauna Caatinga,"Cajuzim, the Fruit POKéMON, inhabits Arauna Caatinga. Its Grass nature reflects Brazil's wildlife and legends.",40,55,42,45,45,55,Espessura | Colheita,#188 (Level 22),Caju filhote,reference-front-plus-reconstructed-back,available,187_cajuzim,187_cajuzim/anim_front.png,187_cajuzim/back.png,187_cajuzim/icon.png,187_cajuzim/normal.pal,187_cajuzim/shiny.pal,187_cajuzim/candidate_profile.json
188,Cajueiro,grass/fire,Fruit,Arauna Caatinga,"Found in Arauna Caatinga, Cajueiro is known as the Fruit POKéMON. It carries a distinct Grass/Fire affinity.",84,101,87,95,90,95,Espessura | Colheita,,Cajueiro adulto,reference-front-plus-reconstructed-back,available,188_cajueiro,188_cajueiro/anim_front.png,188_cajueiro/back.png,188_cajueiro/icon.png,188_cajueiro/normal.pal,188_cajueiro/shiny.pal,188_cajueiro/candidate_profile.json
189,Açaí,grass/dark,Palm,Arauna Amazon,"Açaí lives in Arauna Amazon. This Grass/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",75,75,73,75,72,78,Espessura | Colheita,,Palmeira-açaí,reference-front-plus-reconstructed-back,available,189_acai,189_acai/anim_front.png,189_acai/back.png,189_acai/icon.png,189_acai/normal.pal,189_acai/shiny.pal,189_acai/candidate_profile.json
190,Cacauim,grass,Fruit,Arauna Amazon,"Cacauim, the Fruit POKéMON, inhabits Arauna Amazon. Its Grass nature reflects Brazil's wildlife and legends.",41,54,43,45,45,55,Espessura | Colheita,#191 (Level 36),Cacau filhote,reference-front-plus-reconstructed-back,available,190_cacauim,190_cacauim/anim_front.png,190_cacauim/back.png,190_cacauim/icon.png,190_cacauim/normal.pal,190_cacauim/shiny.pal,190_cacauim/candidate_profile.json
191,Cacaueiro,grass/normal,Chocolate,Arauna Amazon,"Found in Arauna Amazon, Cacaueiro is known as the Chocolate POKéMON. It carries a distinct Grass/Normal affinity.",85,100,88,95,90,95,Espessura | Colheita,,Cacaueiro adulto,reference-front-plus-reconstructed-back,available,191_cacaueiro,191_cacaueiro/anim_front.png,191_cacaueiro/back.png,191_cacaueiro/icon.png,191_cacaueiro/normal.pal,191_cacaueiro/shiny.pal,191_cacaueiro/candidate_profile.json
192,Guaraná,grass/electric,Energetic,Arauna Amazon,"Guaraná lives in Arauna Amazon. This Grass/Electric POKéMON embodies a part of Brazil's nature, folklore, or culture.",76,74,74,75,72,78,Espessura | Colheita,,Fruta-guaraná,reference-front-plus-reconstructed-back,available,192_guarana,192_guarana/anim_front.png,192_guarana/back.png,192_guarana/icon.png,192_guarana/normal.pal,192_guarana/shiny.pal,192_guarana/candidate_profile.json
193,Mate,grass/water,Tea,Arauna Pampas,"Mate, the Tea POKéMON, inhabits Arauna Pampas. Its Grass/Water nature reflects Brazil's wildlife and legends.",69,81,70,75,72,78,Espessura | Colheita,,Erva-mate,reference-front-plus-reconstructed-back,available,193_mate,193_mate/anim_front.png,193_mate/back.png,193_mate/icon.png,193_mate/normal.pal,193_mate/shiny.pal,193_mate/candidate_profile.json
194,Milho,grass/normal,Grain,Arauna Cerrado,"Found in Arauna Cerrado, Milho is known as the Grain POKéMON. It carries a distinct Grass/Normal affinity.",73,77,72,75,72,78,Espessura | Colheita,,Milho-crioulo,reference-front-plus-reconstructed-back,available,194_milho,194_milho/anim_front.png,194_milho/back.png,194_milho/icon.png,194_milho/normal.pal,194_milho/shiny.pal,194_milho/candidate_profile.json
195,Mandioca,grass/ground,Root,Arauna Cerrado,"Mandioca lives in Arauna Cerrado. This Grass/Ground POKéMON embodies a part of Brazil's nature, folklore, or culture.",77,73,74,75,72,78,Espessura | Colheita,,Mandioca ambulante,reference-front-plus-reconstructed-back,available,195_mandioca,195_mandioca/anim_front.png,195_mandioca/back.png,195_mandioca/icon.png,195_mandioca/normal.pal,195_mandioca/shiny.pal,195_mandioca/candidate_profile.json
196,Pedrinha,rock,Pebble,Arauna Rivers,"Pedrinha, the Pebble POKéMON, inhabits Arauna Rivers. Its Rock nature reflects Brazil's wildlife and legends.",43,52,44,45,45,55,Corpo Rochoso | Poeira,#197 (Level 36),Seixo-de-rio,reference-front-plus-reconstructed-back,available,196_pedrinha,196_pedrinha/anim_front.png,196_pedrinha/back.png,196_pedrinha/icon.png,196_pedrinha/normal.pal,196_pedrinha/shiny.pal,196_pedrinha/candidate_profile.json
197,Rochão,rock,Rock,Arauna Plateaus,"Found in Arauna Plateaus, Rochão is known as the Rock POKéMON. It carries a distinct Rock affinity.",87,98,89,95,90,95,Corpo Rochoso | Poeira,,Rocha viva,reference-front-plus-reconstructed-back,available,197_rochao,197_rochao/anim_front.png,197_rochao/back.png,197_rochao/icon.png,197_rochao/normal.pal,197_rochao/shiny.pal,197_rochao/candidate_profile.json
198,Cristalim,rock/fairy,Crystal,Arauna Caves,"Cristalim lives in Arauna Caves. This Rock/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",40,55,42,45,45,55,Corpo Rochoso | Poeira,#199 (Level 16),Cristal filhote,reference-front-plus-reconstructed-back,available,198_cristalim,198_cristalim/anim_front.png,198_cristalim/back.png,198_cristalim/icon.png,198_cristalim/normal.pal,198_cristalim/shiny.pal,198_cristalim/candidate_profile.json
199,Ametista,rock/psychic,Crystal,Arauna Highlands,"Ametista, the Crystal POKéMON, inhabits Arauna Highlands. Its Rock/Psychic nature reflects Brazil's wildlife and legends.",84,101,87,95,90,95,Corpo Rochoso | Poeira,,Cristal-ametista,reference-front-plus-reconstructed-back,available,199_ametista,199_ametista/anim_front.png,199_ametista/back.png,199_ametista/icon.png,199_ametista/normal.pal,199_ametista/shiny.pal,199_ametista/candidate_profile.json
200,Ouríço,steel/electric,Metal,Arauna Highlands,"Found in Arauna Highlands, Ouríço is known as the Metal POKéMON. It carries a distinct Steel/Electric affinity.",75,75,73,75,72,78,Corpo Metálico | Ponto Fraco,,Ouro nativo,reference-front-plus-reconstructed-back,available,200_ourico,200_ourico/anim_front.png,200_ourico/back.png,200_ourico/icon.png,200_ourico/normal.pal,200_ourico/shiny.pal,200_ourico/candidate_profile.json
201,Ferrolho,steel/ground,Metal,Arauna Highlands,"Ferrolho lives in Arauna Highlands. This Steel/Ground POKéMON embodies a part of Brazil's nature, folklore, or culture.",68,82,70,75,72,78,Corpo Metálico | Ponto Fraco,,Minério-de-ferro,reference-front-plus-reconstructed-back,available,201_ferrolho,201_ferrolho/anim_front.png,201_ferrolho/back.png,201_ferrolho/icon.png,201_ferrolho/normal.pal,201_ferrolho/shiny.pal,201_ferrolho/candidate_profile.json
202,Diamantina,rock/fairy,Crystal,Arauna Highlands,"Diamantina, the Crystal POKéMON, inhabits Arauna Highlands. Its Rock/Fairy nature reflects Brazil's wildlife and legends.",95,110,95,110,100,95,Corpo Rochoso | Poeira,,Diamante bruto,reference-front-plus-reconstructed-back,available,202_diamantina,202_diamantina/anim_front.png,202_diamantina/back.png,202_diamantina/icon.png,202_diamantina/normal.pal,202_diamantina/shiny.pal,202_diamantina/candidate_profile.json
203,Bauxito,steel/ground,Metal,Arauna Amazon,"Found in Arauna Amazon, Bauxito is known as the Metal POKéMON. It carries a distinct Steel/Ground affinity.",76,74,74,75,72,78,Corpo Metálico | Ponto Fraco,,Minério-de-alumínio,reference-front-plus-reconstructed-back,available,203_bauxito,203_bauxito/anim_front.png,203_bauxito/back.png,203_bauxito/icon.png,203_bauxito/normal.pal,203_bauxito/shiny.pal,203_bauxito/candidate_profile.json
204,Manganim,steel/dark,Metal,Arauna Highlands,"Manganim lives in Arauna Highlands. This Steel/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",69,81,70,75,72,78,Corpo Metálico | Ponto Fraco,,Minério-manganês,reference-front-plus-reconstructed-back,available,204_manganim,204_manganim/anim_front.png,204_manganim/back.png,204_manganim/icon.png,204_manganim/normal.pal,204_manganim/shiny.pal,204_manganim/candidate_profile.json
205,Salitre,rock/water,Salt,Arauna Coast,"Salitre, the Salt POKéMON, inhabits Arauna Coast. Its Rock/Water nature reflects Brazil's wildlife and legends.",73,77,72,75,72,78,Corpo Rochoso | Poeira,,Cristal de sal,reference-front-plus-reconstructed-back,available,205_salitre,205_salitre/anim_front.png,205_salitre/back.png,205_salitre/icon.png,205_salitre/normal.pal,205_salitre/shiny.pal,205_salitre/candidate_profile.json
206,Enxofrino,fire/poison,Sulfur,Arauna Highlands,"Found in Arauna Highlands, Enxofrino is known as the Sulfur POKéMON. It carries a distinct Fire/Poison affinity.",77,73,74,75,72,78,Chama | Corpo Flamejante,,Enxofre vulcânico,reference-front-plus-reconstructed-back,available,206_enxofrino,206_enxofrino/anim_front.png,206_enxofrino/back.png,206_enxofrino/icon.png,206_enxofrino/normal.pal,206_enxofrino/shiny.pal,206_enxofrino/candidate_profile.json
207,Argilim,ground,Clay,Arauna Cerrado,"Argilim lives in Arauna Cerrado. This Ground POKéMON embodies a part of Brazil's nature, folklore, or culture.",43,52,44,45,45,55,Escavador | Nuvem de Areia,#208 (Level 34),Argila vermelha,reference-front-plus-reconstructed-back,available,207_argilim,207_argilim/anim_front.png,207_argilim/back.png,207_argilim/icon.png,207_argilim/normal.pal,207_argilim/shiny.pal,207_argilim/candidate_profile.json
208,Boneco,ground/psychic,Puppet,Arauna Cerrado,"Boneco, the Puppet POKéMON, inhabits Arauna Cerrado. Its Ground/Psychic nature reflects Brazil's wildlife and legends.",87,98,89,95,90,95,Escavador | Nuvem de Areia,,Boneco de barro,reference-front-plus-reconstructed-back,available,208_boneco,208_boneco/anim_front.png,208_boneco/back.png,208_boneco/icon.png,208_boneco/normal.pal,208_boneco/shiny.pal,208_boneco/candidate_profile.json
209,Estalactite,rock/water,Cave,Arauna Caves,"Found in Arauna Caves, Estalactite is known as the Cave POKéMON. It carries a distinct Rock/Water affinity.",67,83,69,75,72,78,Corpo Rochoso | Poeira,,Estalactite viva,reference-front-plus-reconstructed-back,available,209_estalactite,209_estalactite/anim_front.png,209_estalactite/back.png,209_estalactite/icon.png,209_estalactite/normal.pal,209_estalactite/shiny.pal,209_estalactite/candidate_profile.json
210,Estalagmite,rock/ground,Cave,Arauna Caves,"Estalagmite lives in Arauna Caves. This Rock/Ground POKéMON embodies a part of Brazil's nature, folklore, or culture.",71,79,71,75,72,78,Corpo Rochoso | Poeira,,Estalagmite viva,reference-front-plus-reconstructed-back,available,210_estalagmite,210_estalagmite/anim_front.png,210_estalagmite/back.png,210_estalagmite/icon.png,210_estalagmite/normal.pal,210_estalagmite/shiny.pal,210_estalagmite/candidate_profile.json
211,Fóssil,rock/dragon,Fossil,Arauna Plateaus,"Fóssil, the Fossil POKéMON, inhabits Arauna Plateaus. Its Rock/Dragon nature reflects Brazil's wildlife and legends.",75,75,73,75,72,78,Corpo Rochoso | Poeira,,Fóssil ambulante,reference-front-plus-reconstructed-back,available,211_fossil,211_fossil/anim_front.png,211_fossil/back.png,211_fossil/icon.png,211_fossil/normal.pal,211_fossil/shiny.pal,211_fossil/candidate_profile.json
212,Meteorito,rock/psychic,Stellar,Arauna Highlands,"Found in Arauna Highlands, Meteorito is known as the Stellar POKéMON. It carries a distinct Rock/Psychic affinity.",91,114,93,110,100,95,Corpo Rochoso | Poeira,,Fragmento espacial,reference-front-plus-reconstructed-back,available,212_meteorito,212_meteorito/anim_front.png,212_meteorito/back.png,212_meteorito/icon.png,212_meteorito/normal.pal,212_meteorito/shiny.pal,212_meteorito/candidate_profile.json
213,Vulcanite,fire/rock,Volcano,Arauna Highlands,"Vulcanite lives in Arauna Highlands. This Fire/Rock POKéMON embodies a part of Brazil's nature, folklore, or culture.",72,78,72,75,72,78,Chama | Corpo Flamejante,,Rocha vulcânica,reference-front-plus-reconstructed-back,available,213_vulcanite,213_vulcanite/anim_front.png,213_vulcanite/back.png,213_vulcanite/icon.png,213_vulcanite/normal.pal,213_vulcanite/shiny.pal,213_vulcanite/candidate_profile.json
214,Marmim,rock/fairy,Sculpture,Arauna Highlands,"Marmim, the Sculpture POKéMON, inhabits Arauna Highlands. Its Rock/Fairy nature reflects Brazil's wildlife and legends.",76,74,74,75,72,78,Corpo Rochoso | Poeira,,Mármore polido,reference-front-plus-reconstructed-back,available,214_marmim,214_marmim/anim_front.png,214_marmim/back.png,214_marmim/icon.png,214_marmim/normal.pal,214_marmim/shiny.pal,214_marmim/candidate_profile.json
215,Granito,rock/fighting,Rock,Arauna Plateaus,"Found in Arauna Plateaus, Granito is known as the Rock POKéMON. It carries a distinct Rock/Fighting affinity.",69,81,70,75,72,78,Corpo Rochoso | Poeira,,Granito rachado,reference-front-plus-reconstructed-back,available,215_granito,215_granito/anim_front.png,215_granito/back.png,215_granito/icon.png,215_granito/normal.pal,215_granito/shiny.pal,215_granito/candidate_profile.json
216,Caranguim,water,Pincer,Arauna Coast,"Caranguim lives in Arauna Coast. This Water POKéMON embodies a part of Brazil's nature, folklore, or culture.",46,49,45,45,45,55,Torrente | Corpo Molhado,#217 (Level 16),Caranguejo pequeno,reference-front-plus-reconstructed-back,available,216_caranguim,216_caranguim/anim_front.png,216_caranguim/back.png,216_caranguim/icon.png,216_caranguim/normal.pal,216_caranguim/shiny.pal,216_caranguim/candidate_profile.json
217,Guaiamum,water/ground,Pincer,Arauna Coast,"Guaiamum, the Pincer POKéMON, inhabits Arauna Coast. Its Water/Ground nature reflects Brazil's wildlife and legends.",90,95,90,95,90,95,Torrente | Corpo Molhado,,Caranguejo-guaiamum,reference-front-plus-reconstructed-back,available,217_guaiamum,217_guaiamum/anim_front.png,217_guaiamum/back.png,217_guaiamum/icon.png,217_guaiamum/normal.pal,217_guaiamum/shiny.pal,217_guaiamum/candidate_profile.json
218,Siri,water/fighting,Swimmer,Arauna Coast,"Found in Arauna Coast, Siri is known as the Swimmer POKéMON. It carries a distinct Water/Fighting affinity.",70,80,71,75,72,78,Torrente | Corpo Molhado,,Siri-azul,reference-front-plus-reconstructed-back,available,218_siri,218_siri/anim_front.png,218_siri/back.png,218_siri/icon.png,218_siri/normal.pal,218_siri/shiny.pal,218_siri/candidate_profile.json
219,Camarão,water,Crustacean,Arauna Coast,"Camarão lives in Arauna Coast. This Water POKéMON embodies a part of Brazil's nature, folklore, or culture.",74,76,73,75,72,78,Torrente | Corpo Molhado,,Camarão-rosa,reference-front-plus-reconstructed-back,available,219_camarao,219_camarao/anim_front.png,219_camarao/back.png,219_camarao/icon.png,219_camarao/normal.pal,219_camarao/shiny.pal,219_camarao/candidate_profile.json
220,Polvim,water/psychic,Tentacle,Arauna Coast,"Polvim, the Tentacle POKéMON, inhabits Arauna Coast. Its Water/Psychic nature reflects Brazil's wildlife and legends.",40,55,42,45,45,55,Torrente | Corpo Molhado,#222 (Level 36),Polvo pequeno,reference-front-plus-reconstructed-back,available,220_polvim,220_polvim/anim_front.png,220_polvim/back.png,220_polvim/icon.png,220_polvim/normal.pal,220_polvim/shiny.pal,220_polvim/candidate_profile.json
221,Polvão,water/psychic,Tentacle,Arauna Coast,"Found in Arauna Coast, Polvão is known as the Tentacle POKéMON. It carries a distinct Water/Psychic affinity.",84,101,87,95,90,95,Torrente | Corpo Molhado,,Polvo gigante,reference-front-plus-reconstructed-back,available,221_polvao,221_polvao/anim_front.png,221_polvao/back.png,221_polvao/icon.png,221_polvao/normal.pal,221_polvao/shiny.pal,221_polvao/candidate_profile.json
222,Águaviva,water/poison,Floating,Arauna Coast,"Águaviva lives in Arauna Coast. This Water/Poison POKéMON embodies a part of Brazil's nature, folklore, or culture.",75,75,73,75,72,78,Torrente | Corpo Molhado,,Água-viva flutuante,reference-front-plus-reconstructed-back,available,222_aguaviva,222_aguaviva/anim_front.png,222_aguaviva/back.png,222_aguaviva/icon.png,222_aguaviva/normal.pal,222_aguaviva/shiny.pal,222_aguaviva/candidate_profile.json
223,Cavalim-Marinho,water/fairy,Marine,Arauna Coast,"Cavalim-Marinho, the Marine POKéMON, inhabits Arauna Coast. Its Water/Fairy nature reflects Brazil's wildlife and legends.",68,82,70,75,72,78,Torrente | Corpo Molhado,,Cavalo-marinho pequeno,reference-front-plus-reconstructed-back,available,223_cavalim-marinho,223_cavalim-marinho/anim_front.png,223_cavalim-marinho/back.png,223_cavalim-marinho/icon.png,223_cavalim-marinho/normal.pal,223_cavalim-marinho/shiny.pal,223_cavalim-marinho/candidate_profile.json
224,Tartaruguim,water,Shell,Arauna Coast,"Found in Arauna Coast, Tartaruguim is known as the Shell POKéMON. It carries a distinct Water affinity.",45,50,45,45,45,55,Torrente | Corpo Molhado,#226 (Level 30),Tartaruga-marinha filhote,reference-front-plus-reconstructed-back,available,224_tartaruguim,224_tartaruguim/anim_front.png,224_tartaruguim/back.png,224_tartaruguim/icon.png,224_tartaruguim/normal.pal,224_tartaruguim/shiny.pal,224_tartaruguim/candidate_profile.json
225,Tartaruga,water/rock,Shell,Arauna Coast,"Tartaruga lives in Arauna Coast. This Water/Rock POKéMON embodies a part of Brazil's nature, folklore, or culture.",89,96,90,95,90,95,Torrente | Corpo Molhado,,Tartaruga-marinha adulta,reference-front-plus-reconstructed-back,available,225_tartaruga,225_tartaruga/anim_front.png,225_tartaruga/back.png,225_tartaruga/icon.png,225_tartaruga/normal.pal,225_tartaruga/shiny.pal,225_tartaruga/candidate_profile.json
226,Golfinho,water/psychic,Clever,Arauna Coast,"Golfinho, the Clever POKéMON, inhabits Arauna Coast. Its Water/Psychic nature reflects Brazil's wildlife and legends.",69,81,70,75,72,78,Torrente | Corpo Molhado,,Golfinho-do-mar,reference-front-plus-reconstructed-back,available,226_golfinho,226_golfinho/anim_front.png,226_golfinho/back.png,226_golfinho/icon.png,226_golfinho/normal.pal,226_golfinho/shiny.pal,226_golfinho/candidate_profile.json
227,Baleia,water/normal,Giant,Arauna Coast,"Found in Arauna Coast, Baleia is known as the Giant POKéMON. It carries a distinct Water/Normal affinity.",73,77,72,75,72,78,Torrente | Corpo Molhado,,Baleia-jubarte,reference-front-plus-reconstructed-back,available,227_baleia,227_baleia/anim_front.png,227_baleia/back.png,227_baleia/icon.png,227_baleia/normal.pal,227_baleia/shiny.pal,227_baleia/candidate_profile.json
228,Tubarim,water/dark,Predator,Arauna Coast,"Tubarim lives in Arauna Coast. This Water/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",50,45,47,45,45,55,Torrente | Corpo Molhado,#230 (Level 16),Tubarão jovem,reference-front-plus-reconstructed-back,available,228_tubarim,228_tubarim/anim_front.png,228_tubarim/back.png,228_tubarim/icon.png,228_tubarim/normal.pal,228_tubarim/shiny.pal,228_tubarim/candidate_profile.json
229,Tubarão,water/dark,Predator,Arauna Coast,"Tubarão, the Predator POKéMON, inhabits Arauna Coast. Its Water/Dark nature reflects Brazil's wildlife and legends.",83,102,87,95,90,95,Torrente | Corpo Molhado,,Tubarão-tigre,reference-front-plus-reconstructed-back,available,229_tubarao,229_tubarao/anim_front.png,229_tubarao/back.png,229_tubarao/icon.png,229_tubarao/normal.pal,229_tubarao/shiny.pal,229_tubarao/candidate_profile.json
230,Arraia,water/electric,Shock,Arauna Coast,"Found in Arauna Coast, Arraia is known as the Shock POKéMON. It carries a distinct Water/Electric affinity.",74,76,73,75,72,78,Torrente | Corpo Molhado,,Arraia elétrica,reference-front-plus-reconstructed-back,available,230_arraia,230_arraia/anim_front.png,230_arraia/back.png,230_arraia/icon.png,230_arraia/normal.pal,230_arraia/shiny.pal,230_arraia/candidate_profile.json
231,Peixe-Espada,water/steel,Blade,Arauna Coast,"Peixe-Espada lives in Arauna Coast. This Water/Steel POKéMON embodies a part of Brazil's nature, folklore, or culture.",67,83,69,75,72,78,Torrente | Corpo Molhado,,Peixe-espada,reference-front-plus-reconstructed-back,available,231_peixe-espada,231_peixe-espada/anim_front.png,231_peixe-espada/back.png,231_peixe-espada/icon.png,231_peixe-espada/normal.pal,231_peixe-espada/shiny.pal,231_peixe-espada/candidate_profile.json
232,Pargo,water/fire,Schooling,Arauna Coast,"Pargo, the Schooling POKéMON, inhabits Arauna Coast. Its Water/Fire nature reflects Brazil's wildlife and legends.",71,79,71,75,72,78,Torrente | Corpo Molhado,,Pargo vermelho,reference-front-plus-reconstructed-back,available,232_pargo,232_pargo/anim_front.png,232_pargo/back.png,232_pargo/icon.png,232_pargo/normal.pal,232_pargo/shiny.pal,232_pargo/candidate_profile.json
233,Pescadão,water/dark,Lure,Arauna Coast,"Found in Arauna Coast, Pescadão is known as the Lure POKéMON. It carries a distinct Water/Dark affinity.",75,75,73,75,72,78,Torrente | Corpo Molhado,,Peixe-pescador,reference-front-plus-reconstructed-back,available,233_pescadao,233_pescadao/anim_front.png,233_pescadao/back.png,233_pescadao/icon.png,233_pescadao/normal.pal,233_pescadao/shiny.pal,233_pescadao/candidate_profile.json
234,Loirinha,ghost/fairy,Specter,Arauna Cities,"Loirinha lives in Arauna Cities. This Ghost/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",68,82,70,75,72,78,Levitação | Alma Antiga,,Loura do banheiro,reference-front-plus-reconstructed-back,available,234_loirinha,234_loirinha/anim_front.png,234_loirinha/back.png,234_loirinha/icon.png,234_loirinha/normal.pal,234_loirinha/shiny.pal,234_loirinha/candidate_profile.json
235,Cuca,dark/psychic,Witch,Arauna Cerrado,"Cuca, the Witch POKéMON, inhabits Arauna Cerrado. Its Dark/Psychic nature reflects Brazil's wildlife and legends.",72,78,72,75,72,78,Intimidação | Cara de Mau,,Bruxa Cuca,reference-front-plus-reconstructed-back,available,235_cuca,235_cuca/anim_front.png,235_cuca/back.png,235_cuca/icon.png,235_cuca/normal.pal,235_cuca/shiny.pal,235_cuca/candidate_profile.json
236,Bicho-Papão,dark/ghost,Terror,Arauna Cities,"Found in Arauna Cities, Bicho-Papão is known as the Terror POKéMON. It carries a distinct Dark/Ghost affinity.",76,74,74,75,72,78,Intimidação | Cara de Mau,,Bicho papão,reference-front-plus-reconstructed-back,available,236_bicho-papao,236_bicho-papao/anim_front.png,236_bicho-papao/back.png,236_bicho-papao/icon.png,236_bicho-papao/normal.pal,236_bicho-papao/shiny.pal,236_bicho-papao/candidate_profile.json
237,Lobisomem,dark/normal,Cursed,Arauna Cerrado,"Lobisomem lives in Arauna Cerrado. This Dark/Normal POKéMON embodies a part of Brazil's nature, folklore, or culture.",69,81,70,75,72,78,Intimidação | Cara de Mau,,Lobisomem,reference-front-plus-reconstructed-back,available,237_lobisomem,237_lobisomem/anim_front.png,237_lobisomem/back.png,237_lobisomem/icon.png,237_lobisomem/normal.pal,237_lobisomem/shiny.pal,237_lobisomem/candidate_profile.json
238,Corpo-Seco,ghost/dark,Cursed,Arauna Cerrado,"Corpo-Seco, the Cursed POKéMON, inhabits Arauna Cerrado. Its Ghost/Dark nature reflects Brazil's wildlife and legends.",73,77,72,75,72,78,Levitação | Alma Antiga,,Corpo-seco,reference-front-plus-reconstructed-back,available,238_corpo-seco,238_corpo-seco/anim_front.png,238_corpo-seco/back.png,238_corpo-seco/icon.png,238_corpo-seco/normal.pal,238_corpo-seco/shiny.pal,238_corpo-seco/candidate_profile.json
239,Mão-Peluda,ghost/fighting,Haunting,Arauna Cities,"Found in Arauna Cities, Mão-Peluda is known as the Haunting POKéMON. It carries a distinct Ghost/Fighting affinity.",77,73,74,75,72,78,Levitação | Alma Antiga,,Mão-peluda,reference-front-plus-reconstructed-back,available,239_mao-peluda,239_mao-peluda/anim_front.png,239_mao-peluda/back.png,239_mao-peluda/icon.png,239_mao-peluda/normal.pal,239_mao-peluda/shiny.pal,239_mao-peluda/candidate_profile.json
240,Perna-Cabeluda,ghost/normal,Haunting,Arauna Cities,"Perna-Cabeluda lives in Arauna Cities. This Ghost/Normal POKéMON embodies a part of Brazil's nature, folklore, or culture.",70,80,71,75,72,78,Levitação | Alma Antiga,,Perna-cabeluda,reference-front-plus-reconstructed-back,available,240_perna-cabeluda,240_perna-cabeluda/anim_front.png,240_perna-cabeluda/back.png,240_perna-cabeluda/icon.png,240_perna-cabeluda/normal.pal,240_perna-cabeluda/shiny.pal,240_perna-cabeluda/candidate_profile.json
241,Comadre,ghost/fairy,Spirit,Arauna Cerrado,"Comadre, the Spirit POKéMON, inhabits Arauna Cerrado. Its Ghost/Fairy nature reflects Brazil's wildlife and legends.",74,76,73,75,72,78,Levitação | Alma Antiga,,Comadre-fulozinha,reference-front-plus-reconstructed-back,available,241_comadre,241_comadre/anim_front.png,241_comadre/back.png,241_comadre/icon.png,241_comadre/normal.pal,241_comadre/shiny.pal,241_comadre/candidate_profile.json
242,Anhangá,ghost/grass,Spirit,Arauna Amazon,"Found in Arauna Amazon, Anhangá is known as the Spirit POKéMON. It carries a distinct Ghost/Grass affinity.",67,83,69,75,72,78,Levitação | Alma Antiga,,Anhangá,reference-front-plus-reconstructed-back,available,242_anhanga,242_anhanga/anim_front.png,242_anhanga/back.png,242_anhanga/icon.png,242_anhanga/normal.pal,242_anhanga/shiny.pal,242_anhanga/candidate_profile.json
243,Jurupari,dark/fairy,God,Arauna Amazon,"Jurupari lives in Arauna Amazon. This Dark/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",94,111,94,110,100,95,Intimidação | Cara de Mau,,Jurupari,reference-front-plus-reconstructed-back,available,243_jurupari,243_jurupari/anim_front.png,243_jurupari/back.png,243_jurupari/icon.png,243_jurupari/normal.pal,243_jurupari/shiny.pal,243_jurupari/candidate_profile.json
244,Tupã,electric/dragon,Thunder,Arauna Highlands,"Tupã, the Thunder POKéMON, inhabits Arauna Highlands. Its Electric/Dragon nature reflects Brazil's wildlife and legends.",98,107,96,110,100,95,Estática | Motor Elétrico,,Tupã,reference-front-plus-reconstructed-back,available,244_tupa,244_tupa/anim_front.png,244_tupa/back.png,244_tupa/icon.png,244_tupa/normal.pal,244_tupa/shiny.pal,244_tupa/candidate_profile.json
245,Jaci,fairy/psychic,Lunar,Arauna Highlands,"Found in Arauna Highlands, Jaci is known as the Lunar POKéMON. It carries a distinct Fairy/Psychic affinity.",91,114,93,110,100,95,Encanto | Véu Mágico,,Jaci,reference-front-plus-reconstructed-back,available,245_jaci,245_jaci/anim_front.png,245_jaci/back.png,245_jaci/icon.png,245_jaci/normal.pal,245_jaci/shiny.pal,245_jaci/candidate_profile.json
